1236;323;111;55;15
7509;5533;1541;848;323
6024;13485;7390;4711;1547
2645;8945;6237;5423;1858
938;4363;3375;3599;1323
495;2969;2643;3536;1139
227;1335;1323;1542;618
82;519;493;688;334
47;298;267;477;207
67;379;402;635;350
