0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.82083
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.82083	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.82083	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
0.03	0.03	0.03
