60%EE 	80%EE	100%E		30%PV Rest Wind
0.42372	0.29136	0.15899		
0.4213	0.28812	0.15494		
0.42873	0.29803	0.16733		
0.43467	0.30595	0.17723		
0.44551	0.3204	0.1953		
0.44822	0.32402	0.19981		
0.45093	0.32762	0.20432		
0.447	0.32239	0.19778		
0.44773	0.32337	0.199		
0.4504	0.32692	0.20344		
0.45473	0.3327	0.21067		
0.45724	0.33604	0.21484		
0.45725	0.33606	0.21487		
0.46137	0.34155	0.22173		
0.46957	0.35248	0.23539		
0.47546	0.36033	0.2452		
0.4858	0.37413	0.26245		
0.49232	0.38282	0.27331		
0.49419	0.38531	0.27642		
0.50278	0.39676	0.29075		
0.51185	0.40885	0.30585		
0.52462	0.42588	0.32714		
0.52848	0.43102	0.33357		
0.53496	0.43968	0.34439		
0.54076	0.4474	0.35404		
0.54048	0.44702	0.35357		
0.53403	0.43842	0.34282		
0.52751	0.42973	0.33196		
0.5156	0.41386	0.31212		
0.49709	0.38918	0.28126		
0.48279	0.37011	0.25743		
0.47114	0.35457	0.23801		
0.44893	0.32496	0.20099		
0.43377	0.30475	0.17572		
0.41323	0.27736	0.14149		
0.39142	0.24829	0.10515		
0.36881	0.21814	0.067468		
0.34768	0.18997	0.032248		
0.33079	0.16745	0.0040988		
0.31753	0.14976	0.03		
0.30172	0.12868	0.03		
0.28613	0.1079	0.03		
0.27562	0.093878	0.03		
0.27068	0.087301	0.03		
0.27496	0.092999	0.03		
0.27764	0.096575	0.03		
0.28441	0.1056	0.03		
0.29657	0.12182	0.03		
0.30429	0.13211	0.03		
0.31914	0.15191	0.03		
0.34135	0.18152	0.021694		
0.36141	0.20827	0.055124		
0.38363	0.2379	0.092169		
0.40784	0.27017	0.13251		
0.43564	0.30724	0.17884		
0.47123	0.35469	0.23815		
0.49843	0.39096	0.28349		
0.52481	0.42614	0.32746		
0.54917	0.45861	0.36806		
0.57019	0.48664	0.40309		
0.58531	0.5068	0.4283		
0.59415	0.51858	0.44302		
0.6002	0.52666	0.45312		
0.60905	0.53846	0.46787		
0.61495	0.54632	0.47769		
0.61829	0.55078	0.48326		
0.61782	0.55014	0.48247		
0.62257	0.55648	0.49039		
0.62402	0.55841	0.4928		
0.62797	0.56368	0.49939		
0.6281	0.56386	0.49962		
0.62765	0.56326	0.49887		
0.6339	0.57158	0.50927		
0.63402	0.57175	0.50948		
0.63438	0.57222	0.51007		
0.63886	0.5782	0.51755		
0.64404	0.58511	0.52618		
0.64663	0.58856	0.5305		
0.64955	0.59246	0.53536		
0.65024	0.59337	0.53651		
0.65604	0.6011	0.54617		
0.65659	0.60184	0.54709		
0.65942	0.60561	0.5518		
0.66162	0.60855	0.55548		
0.66412	0.61188	0.55964		
0.65996	0.60634	0.55272		
0.65598	0.60103	0.54608		
0.66147	0.60834	0.55522		
0.66027	0.60674	0.55322		
0.6629	0.61025	0.5576		
0.66775	0.61672	0.56569		
0.67273	0.62337	0.574		
0.67286	0.62354	0.57421		
0.6749	0.62626	0.57762		
0.67667	0.62861	0.58055		
0.67504	0.62645	0.57785		
0.66938	0.61889	0.56841		
0.66718	0.61597	0.56475		
0.6738	0.62479	0.57578		
0.6723	0.62279	0.57327		
0.66781	0.6168	0.56579		
0.66951	0.61907	0.56863		
0.66973	0.61936	0.56899		
0.66844	0.61764	0.56685		
0.66442	0.61228	0.56014		
0.65807	0.60382	0.54956		
0.6599	0.60626	0.55262		
0.6626	0.60985	0.55711		
0.65076	0.59407	0.53738		
0.64423	0.58537	0.5265		
0.63761	0.57654	0.51546		
0.63554	0.57378	0.51202		
0.63204	0.56911	0.50617		
0.62743	0.56297	0.4985		
0.62366	0.55794	0.49222		
0.61878	0.55143	0.48407		
0.60178	0.52876	0.45575		
0.5966	0.52186	0.44712		
0.59673	0.52204	0.44734		
0.58818	0.51062	0.43307		
0.57237	0.48955	0.40673		
0.56318	0.47729	0.39141		
0.5415	0.44839	0.35528		
0.51825	0.41738	0.31652		
0.48384	0.3715	0.25917		
0.45676	0.3354	0.21405		
0.42833	0.2975	0.16666		
0.3963	0.25479	0.11327		
0.36391	0.2116	0.059287		
0.32771	0.16334	0.03		
0.29784	0.12351	0.03		
0.27048	0.087035	0.03		
0.23418	0.03863	0.03		
0.1984	0.03	0.03		
0.17646	0.03	0.03		
0.16215	0.03	0.03		
0.15202	0.03	0.03		
0.13881	0.03	0.03		
0.12618	0.03	0.03		
0.1179	0.03	0.03		
0.095017	0.03	0.03		
0.10006	0.03	0.03		
0.11306	0.03	0.03		
0.10912	0.03	0.03		
0.11397	0.03	0.03		
0.11958	0.03	0.03		
0.1322	0.03	0.03		
0.14378	0.03	0.03		
0.14166	0.03	0.03		
0.14229	0.03	0.03		
0.15767	0.03	0.03		
0.17078	0.03	0.03		
0.18705	0.03	0.03		
0.20938	0.0055665	0.03		
0.22819	0.030647	0.03		
0.23548	0.040357	0.03		
0.23292	0.036949	0.03		
0.23659	0.041844	0.03		
0.23876	0.04474	0.03		
0.23697	0.042346	0.03		
0.21283	0.010163	0.03		
0.21068	0.0072891	0.03		
0.19983	0.03	0.03		
0.18679	0.03	0.03		
0.16981	0.03	0.03		
0.15092	0.03	0.03		
0.14078	0.03	0.03		
0.14153	0.03	0.03		
0.12736	0.03	0.03		
0.10074	0.03	0.03		
0.090426	0.03	0.03		
0.087045	0.03	0.03		
0.063328	0.03	0.03		
0.038171	0.03	0.03		
0.030923	0.03	0.03		
0.025704	0.03	0.03		
0.01976	0.03	0.03		
0.0075724	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.018741	0.03	0.03		
0.026061	0.03	0.03		
0.025295	0.03	0.03		
0.008174	0.03	0.03		
0.010622	0.03	0.03		
0.0016948	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.038166	0.03	0.03		
0.10132	0.03	0.03		
0.14181	0.03	0.03		
0.21158	0.008497	0.03		
0.26602	0.081086	0.03		
0.30572	0.13402	0.03		
0.34444	0.18565	0.02685		
0.3982	0.25732	0.11644		
0.41244	0.27631	0.14018		
0.41439	0.27891	0.14343		
0.43179	0.30211	0.17243		
0.43555	0.30712	0.17869		
0.43235	0.30286	0.17337		
0.42774	0.29671	0.16568		
0.42875	0.29805	0.16736		
0.42612	0.29455	0.16297		
0.42103	0.28776	0.1545		
0.42041	0.28693	0.15345		
0.42039	0.28691	0.15343		
0.40873	0.27136	0.13399		
0.40499	0.26637	0.12776		
0.38699	0.24237	0.097757		
0.37179	0.22211	0.072425		
0.36879	0.21811	0.067426		
0.36074	0.20738	0.054018		
0.35068	0.19396	0.037239		
0.33084	0.16752	0.0041861		
0.31673	0.1487	0.03		
0.3046	0.13252	0.03		
0.29318	0.1173	0.03		
0.27989	0.099581	0.03		
0.27016	0.086607	0.03		
0.26147	0.075011	0.03		
0.24824	0.05737	0.03		
0.23719	0.04264	0.03		
0.22096	0.021005	0.03		
0.20836	0.0041982	0.03		
0.19596	0.03	0.03		
0.18759	0.03	0.03		
0.17817	0.03	0.03		
0.16811	0.03	0.03		
0.16715	0.03	0.03		
0.16469	0.03	0.03		
0.16507	0.03	0.03		
0.1658	0.03	0.03		
0.16657	0.03	0.03		
0.15554	0.03	0.03		
0.16621	0.03	0.03		
0.16653	0.03	0.03		
0.16879	0.03	0.03		
0.15277	0.03	0.03		
0.13855	0.03	0.03		
0.13286	0.03	0.03		
0.14349	0.03	0.03		
0.13835	0.03	0.03		
0.13139	0.03	0.03		
0.13743	0.03	0.03		
0.13062	0.03	0.03		
0.13785	0.03	0.03		
0.14618	0.03	0.03		
0.13413	0.03	0.03		
0.13035	0.03	0.03		
0.12325	0.03	0.03		
0.13336	0.03	0.03		
0.15178	0.03	0.03		
0.15289	0.03	0.03		
0.14826	0.03	0.03		
0.15515	0.03	0.03		
0.16475	0.03	0.03		
0.16643	0.03	0.03		
0.16484	0.03	0.03		
0.16739	0.03	0.03		
0.17302	0.03	0.03		
0.18303	0.03	0.03		
0.17323	0.03	0.03		
0.18525	0.03	0.03		
0.1813	0.03	0.03		
0.16953	0.03	0.03		
0.1618	0.03	0.03		
0.15942	0.03	0.03		
0.15941	0.03	0.03		
0.16696	0.03	0.03		
0.16532	0.03	0.03		
0.16532	0.03	0.03		
0.14629	0.03	0.03		
0.1451	0.03	0.03		
0.14335	0.03	0.03		
0.15757	0.03	0.03		
0.16057	0.03	0.03		
0.1632	0.03	0.03		
0.16975	0.03	0.03		
0.18072	0.03	0.03		
0.18516	0.03	0.03		
0.19688	0.03	0.03		
0.20385	0.03	0.03		
0.22921	0.032007	0.03		
0.23999	0.04637	0.03		
0.2572	0.069318	0.03		
0.26487	0.079552	0.03		
0.27439	0.092241	0.03		
0.28766	0.10994	0.03		
0.30828	0.13742	0.03		
0.32051	0.15373	0.03		
0.34379	0.18477	0.025757		
0.35804	0.20378	0.049514		
0.36851	0.21774	0.066964		
0.37796	0.23033	0.082706		
0.38852	0.24441	0.10031		
0.39246	0.24967	0.10688		
0.39772	0.25669	0.11565		
0.41019	0.27331	0.13642		
0.40972	0.27268	0.13564		
0.41039	0.27357	0.13676		
0.41882	0.28482	0.15082		
0.42891	0.29828	0.16764		
0.42054	0.28712	0.15369		
0.42752	0.29642	0.16531		
0.43412	0.30521	0.1763		
0.43944	0.31231	0.18518		
0.44617	0.32128	0.1964		
0.44647	0.32169	0.1969		
0.4465	0.32172	0.19694		
0.44219	0.31598	0.18976		
0.44764	0.32324	0.19884		
0.44501	0.31973	0.19446		
0.44823	0.32403	0.19982		
0.45389	0.33157	0.20925		
0.45021	0.32667	0.20313		
0.45102	0.32775	0.20448		
0.4506	0.32719	0.20378		
0.43924	0.31204	0.18484		
0.44427	0.31875	0.19323		
0.44422	0.31868	0.19314		
0.44654	0.32177	0.197		
0.45113	0.32789	0.20465		
0.46354	0.34444	0.22534		
0.46356	0.34447	0.22538		
0.45607	0.33448	0.2129		
0.45295	0.33032	0.20769		
0.46048	0.34036	0.22025		
0.46392	0.34495	0.22597		
0.46034	0.34018	0.22002		
0.46491	0.34626	0.22762		
0.47949	0.3657	0.25192		
0.47747	0.36301	0.24855		
0.47647	0.36168	0.2469		
0.47584	0.36084	0.24584		
0.48519	0.3733	0.26142		
0.49446	0.38567	0.27688		
0.50552	0.40041	0.2953		
0.51286	0.4102	0.30754		
0.52374	0.42471	0.32567		
0.52847	0.43101	0.33355		
0.53526	0.44007	0.34487		
0.54012	0.44655	0.35298		
0.55662	0.46854	0.38047		
0.5615	0.47506	0.38862		
0.56014	0.47324	0.38634		
0.55748	0.4697	0.38192		
0.56386	0.47821	0.39255		
0.57088	0.48756	0.40424		
0.57218	0.4893	0.40642		
0.57663	0.49523	0.41382		
0.5878	0.51012	0.43245		
0.58572	0.50735	0.42898		
0.58476	0.50607	0.42738		
0.57725	0.49606	0.41487		
0.57138	0.48822	0.40507		
0.5649	0.47959	0.39428		
0.55365	0.46459	0.37552		
0.54527	0.45342	0.36157		
0.54163	0.44856	0.3555		
0.52274	0.42337	0.32401		
0.50643	0.40162	0.29682		
0.49768	0.38996	0.28224		
0.4906	0.38052	0.27044		
0.48857	0.37782	0.26706		
0.48559	0.37384	0.26209		
0.46981	0.35281	0.2358		
0.46012	0.33988	0.21964		
0.45001	0.3264	0.2028		
0.44722	0.32268	0.19814		
0.45557	0.33382	0.21206		
0.46268	0.34329	0.22391		
0.47223	0.35603	0.23983		
0.47639	0.36158	0.24677		
0.47773	0.36336	0.249		
0.48734	0.37618	0.26502		
0.49722	0.38935	0.28148		
0.50278	0.39676	0.29074		
0.51887	0.41822	0.31756		
0.53227	0.43608	0.33989		
0.53842	0.44429	0.35015		
0.5589	0.47159	0.38428		
0.57821	0.49734	0.41646		
0.59874	0.52471	0.45068		
0.61599	0.54771	0.47943		
0.63682	0.57548	0.51414		
0.65511	0.59987	0.54463		
0.67375	0.62473	0.5757		
0.6776	0.62986	0.58211		
0.68551	0.6404	0.59529		
0.68992	0.64628	0.60264		
0.69538	0.65357	0.61175		
0.70027	0.66008	0.61989		
0.70101	0.66107	0.62113		
0.70499	0.66638	0.62776		
0.70894	0.67164	0.63434		
0.71044	0.67365	0.63685		
0.71035	0.67352	0.63669		
0.71578	0.68076	0.64574		
0.71298	0.67702	0.64107		
0.71655	0.68179	0.64703		
0.71777	0.68342	0.64907		
0.71828	0.68409	0.64991		
0.72055	0.68713	0.6537		
0.72109	0.68784	0.65459		
0.72044	0.68697	0.65351		
0.72024	0.68671	0.65318		
0.72224	0.68937	0.6565		
0.72256	0.68981	0.65705		
0.72386	0.69153	0.65921		
0.72751	0.69641	0.6653		
0.72817	0.69728	0.6664		
0.72996	0.69967	0.66938		
0.73346	0.70433	0.67521		
0.73906	0.7118	0.68454		
0.7404	0.71359	0.68678		
0.74263	0.71656	0.6905		
0.74391	0.71827	0.69263		
0.74363	0.7179	0.69216		
0.7447	0.71932	0.69394		
0.74776	0.7234	0.69904		
0.75116	0.72793	0.70471		
0.75096	0.72767	0.70438		
0.75195	0.72898	0.70602		
0.75437	0.73222	0.71007		
0.75729	0.73611	0.71493		
0.75726	0.73607	0.71489		
0.76068	0.74062	0.72057		
0.76159	0.74184	0.72209		
0.76659	0.74851	0.73043		
0.7692	0.75199	0.73478		
0.77004	0.7531	0.73617		
0.77182	0.75548	0.73914		
0.77479	0.75944	0.74409		
0.77637	0.76155	0.74673		
0.77683	0.76216	0.74749		
0.77761	0.7632	0.7488		
0.77646	0.76167	0.74688		
0.77874	0.76471	0.75068		
0.78063	0.76723	0.75383		
0.78157	0.76848	0.7554		
0.78362	0.77122	0.75881		
0.78518	0.77329	0.7614		
0.78743	0.7763	0.76516		
0.78882	0.77815	0.76748		
0.7897	0.77932	0.76894		
0.78835	0.77753	0.7667		
0.78605	0.77446	0.76286		
0.78196	0.769	0.75604		
0.77447	0.75901	0.74356		
0.76871	0.75133	0.73395		
0.76152	0.74174	0.72197		
0.75287	0.73021	0.70756		
0.74562	0.72055	0.69548		
0.73968	0.71263	0.68558		
0.73072	0.70068	0.67064		
0.72217	0.68928	0.65639		
0.71386	0.67821	0.64255		
0.70572	0.66734	0.62897		
0.69546	0.65366	0.61187		
0.6888	0.64479	0.60077		
0.68646	0.64167	0.59688		
0.67926	0.63207	0.58488		
0.66962	0.61921	0.56881		
0.665	0.61305	0.5611		
0.66027	0.60675	0.55323		
0.65394	0.5983	0.54267		
0.65049	0.59371	0.53693		
0.64775	0.59006	0.53236		
0.64792	0.59028	0.53264		
0.64799	0.59038	0.53277		
0.65313	0.59723	0.54133		
0.65919	0.60531	0.55143		
0.6675	0.61639	0.56528		
0.67344	0.6243	0.57517		
0.68519	0.63997	0.59475		
0.6936	0.65119	0.60878		
0.708	0.67038	0.63277		
0.72091	0.68761	0.6543		
0.73594	0.70764	0.67934		
0.74818	0.72396	0.69974		
0.76436	0.74554	0.72672		
0.77609	0.76118	0.74626		
0.78548	0.7737	0.76191		
0.7914	0.78159	0.77178		
0.79202	0.78242	0.77281		
0.79162	0.78189	0.77215		
0.7904	0.78026	0.77012		
0.78802	0.77708	0.76615		
0.78726	0.77607	0.76488		
0.7863	0.77479	0.76328		
0.78539	0.77357	0.76175		
0.78344	0.77097	0.75851		
0.78112	0.76789	0.75465		
0.77989	0.76624	0.75259		
0.7788	0.76479	0.75078		
0.77856	0.76447	0.75037		
0.7779	0.76359	0.74928		
0.77443	0.75897	0.7435		
0.77377	0.75808	0.74239		
0.77515	0.75992	0.7447		
0.7765	0.76172	0.74694		
0.77604	0.76111	0.74618		
0.77561	0.76054	0.74547		
0.77607	0.76115	0.74623		
0.77569	0.76064	0.74559		
0.775	0.75972	0.74444		
0.77462	0.75921	0.74381		
0.77205	0.75578	0.73952		
0.7715	0.75506	0.73861		
0.77189	0.75557	0.73926		
0.77161	0.7552	0.73879		
0.77258	0.7565	0.74042		
0.77391	0.75827	0.74263		
0.77406	0.75847	0.74288		
0.77475	0.75938	0.74402		
0.77598	0.76103	0.74608		
0.77658	0.76183	0.74708		
0.77765	0.76326	0.74886		
0.77879	0.76478	0.75077		
0.77992	0.76628	0.75264		
0.7806	0.76719	0.75378		
0.78147	0.76835	0.75523		
0.78239	0.76958	0.75676		
0.78529	0.77344	0.76159		
0.78767	0.77661	0.76556		
0.78913	0.77857	0.768		
0.79159	0.78185	0.7721		
0.79265	0.78326	0.77386		
0.79381	0.7848	0.77579		
0.79465	0.78592	0.77719		
0.79516	0.78661	0.77805		
0.7957	0.78732	0.77894		
0.79601	0.78774	0.77946		
0.79599	0.78771	0.77943		
0.79653	0.78843	0.78033		
0.79547	0.78702	0.77857		
0.79483	0.78616	0.77749		
0.79403	0.78509	0.77616		
0.79377	0.78475	0.77573		
0.79421	0.78533	0.77646		
0.79334	0.78417	0.77501		
0.79123	0.78136	0.7715		
0.78542	0.77362	0.76182		
0.77908	0.76516	0.75124		
0.76861	0.75121	0.7338		
0.75554	0.73377	0.71201		
0.74136	0.71487	0.68838		
0.72379	0.69144	0.65909		
0.7123	0.67612	0.63994		
0.69408	0.65183	0.60958		
0.67627	0.62808	0.57989		
0.65927	0.60542	0.55156		
0.64904	0.59178	0.53451		
0.63244	0.56964	0.50684		
0.61765	0.54992	0.48219		
0.60874	0.53804	0.46734		
0.59987	0.52622	0.45256		
0.59136	0.51487	0.43838		
0.58162	0.50189	0.42215		
0.57747	0.49635	0.41523		
0.57663	0.49523	0.41383		
0.57566	0.49393	0.4122		
0.5731	0.49052	0.40795		
0.57583	0.49416	0.41249		
0.58337	0.50421	0.42506		
0.58601	0.50774	0.42947		
0.59903	0.52509	0.45116		
0.61059	0.5405	0.47042		
0.62441	0.55893	0.49346		
0.63496	0.573	0.51104		
0.65087	0.59422	0.53756		
0.6695	0.61906	0.56862		
0.69073	0.64736	0.60399		
0.7077	0.66999	0.63228		
0.72741	0.69627	0.66513		
0.74584	0.72085	0.69585		
0.76437	0.74555	0.72673		
0.77838	0.76423	0.75007		
0.78792	0.77695	0.76598		
0.79359	0.7845	0.77542		
0.79345	0.78432	0.77519		
0.79081	0.78081	0.7708		
0.78861	0.77787	0.76712		
0.78428	0.7721	0.75991		
0.78062	0.76722	0.75382		
0.77774	0.76337	0.74901		
0.77609	0.76117	0.74626		
0.77544	0.76031	0.74518		
0.77409	0.7585	0.74292		
0.77353	0.75776	0.74199		
0.7714	0.75492	0.73844		
0.76938	0.75223	0.73508		
0.76823	0.75069	0.73316		
0.76716	0.74927	0.73138		
0.7647	0.74599	0.72729		
0.76376	0.74473	0.72571		
0.76181	0.74214	0.72247		
0.75898	0.73836	0.71774		
0.75758	0.73649	0.71541		
0.75596	0.73433	0.71271		
0.75667	0.73528	0.71389		
0.75711	0.73587	0.71463		
0.75739	0.73624	0.71509		
0.75616	0.7346	0.71305		
0.75463	0.73256	0.71049		
0.75137	0.72822	0.70506		
0.74731	0.7228	0.69829		
0.74409	0.7185	0.69292		
0.74147	0.71502	0.68856		
0.73876	0.7114	0.68404		
0.73763	0.70989	0.68216		
0.7367	0.70865	0.68061		
0.73632	0.70815	0.67998		
0.73332	0.70415	0.67498		
0.73047	0.70035	0.67023		
0.72823	0.69736	0.66649		
0.72916	0.6986	0.66804		
0.72903	0.69843	0.66783		
0.72694	0.69565	0.66435		
0.72569	0.69397	0.66226		
0.72792	0.69695	0.66598		
0.72784	0.69684	0.66584		
0.72791	0.69694	0.66596		
0.72726	0.69607	0.66488		
0.72602	0.69441	0.66281		
0.72416	0.69194	0.65972		
0.72516	0.69327	0.66138		
0.72748	0.69636	0.66524		
0.72481	0.6928	0.6608		
0.72368	0.69129	0.65891		
0.72106	0.6878	0.65454		
0.71793	0.68362	0.64932		
0.71835	0.68419	0.65002		
0.7189	0.68492	0.65094		
0.72096	0.68766	0.65437		
0.72195	0.68899	0.65603		
0.72047	0.68701	0.65356		
0.71506	0.6798	0.64454		
0.71255	0.67646	0.64037		
0.70296	0.66367	0.62438		
0.68453	0.63909	0.59366		
0.66513	0.61323	0.56133		
0.63899	0.57838	0.51777		
0.6142	0.54533	0.47645		
0.58242	0.50295	0.42347		
0.55367	0.46462	0.37557		
0.52652	0.42842	0.33032		
0.5077	0.40332	0.29894		
0.48438	0.37222	0.26007		
0.45978	0.33942	0.21907		
0.44179	0.31545	0.1891		
0.42597	0.29435	0.16273		
0.41398	0.27836	0.14274		
0.39839	0.25758	0.11676		
0.38181	0.23546	0.089121		
0.37221	0.22267	0.073128		
0.36374	0.21137	0.059005		
0.35901	0.20507	0.051132		
0.36256	0.20981	0.057048		
0.36567	0.21395	0.06223		
0.37442	0.22561	0.07681		
0.38296	0.237	0.091043		
0.39642	0.25495	0.11349		
0.41002	0.27308	0.13615		
0.42966	0.29927	0.16887		
0.44709	0.32251	0.19793		
0.47113	0.35456	0.23799		
0.4988	0.39145	0.28411		
0.53135	0.43485	0.33836		
0.55813	0.47056	0.38299		
0.5863	0.50812	0.42994		
0.61456	0.5458	0.47705		
0.63574	0.57404	0.51234		
0.65382	0.59814	0.54247		
0.66153	0.60842	0.55532		
0.659	0.60505	0.55111		
0.65162	0.59522	0.53882		
0.63923	0.5787	0.51817		
0.62218	0.55596	0.48974		
0.6112	0.54132	0.47144		
0.59876	0.52474	0.45072		
0.59038	0.51356	0.43675		
0.58237	0.50288	0.42339		
0.57965	0.49925	0.41886		
0.57695	0.49565	0.41436		
0.56794	0.48365	0.39935		
0.56577	0.48075	0.39573		
0.56402	0.47841	0.39281		
0.56463	0.47923	0.39383		
0.56338	0.47756	0.39175		
0.56273	0.4767	0.39066		
0.55914	0.47191	0.38468		
0.55656	0.46848	0.38039		
0.55788	0.47023	0.38258		
0.5635	0.47772	0.39194		
0.56432	0.47882	0.39331		
0.56872	0.48468	0.40065		
0.5664	0.48159	0.39678		
0.56511	0.47986	0.39462		
0.56752	0.48308	0.39865		
0.56875	0.48473	0.4007		
0.56692	0.48228	0.39764		
0.5679	0.48359	0.39928		
0.57475	0.49272	0.41069		
0.57841	0.4976	0.41679		
0.5741	0.49185	0.40961		
0.57739	0.49625	0.4151		
0.58075	0.50072	0.42069		
0.5795	0.49906	0.41862		
0.57926	0.49874	0.41821		
0.5788	0.49813	0.41745		
0.58741	0.50961	0.4318		
0.59017	0.51328	0.43639		
0.59085	0.51419	0.43753		
0.59359	0.51784	0.44209		
0.59505	0.51979	0.44453		
0.59803	0.52376	0.4495		
0.59811	0.52387	0.44963		
0.59343	0.51763	0.44182		
0.59598	0.52102	0.44607		
0.5991	0.52519	0.45128		
0.59902	0.52508	0.45115		
0.60242	0.52962	0.45681		
0.60383	0.5315	0.45916		
0.60535	0.53352	0.4617		
0.60628	0.53476	0.46324		
0.60388	0.53157	0.45925		
0.60471	0.53267	0.46063		
0.60767	0.53662	0.46556		
0.61034	0.54017	0.47001		
0.60643	0.53496	0.46349		
0.60741	0.53627	0.46513		
0.6075	0.53639	0.46528		
0.5996	0.52586	0.45212		
0.58579	0.50745	0.4291		
0.57296	0.49033	0.40771		
0.55811	0.47054	0.38297		
0.53846	0.44434	0.35022		
0.51635	0.41485	0.31336		
0.50079	0.39411	0.28744		
0.47372	0.35802	0.24231		
0.45021	0.32667	0.20313		
0.43044	0.30031	0.17018		
0.41155	0.27513	0.1387		
0.38836	0.2442	0.10004		
0.3653	0.21346	0.061615		
0.35566	0.2006	0.045543		
0.34434	0.18551	0.02668		
0.33705	0.17578	0.014522		
0.33168	0.16863	0.0055793		
0.32232	0.15615	0.03		
0.32079	0.15411	0.03		
0.32556	0.16047	0.03		
0.33041	0.16693	0.0034587		
0.33977	0.17941	0.01906		
0.33668	0.17529	0.013906		
0.34923	0.19203	0.034834		
0.35655	0.20179	0.047034		
0.36932	0.21881	0.068303		
0.38693	0.24229	0.097658		
0.40326	0.26407	0.12488		
0.41785	0.28352	0.14919		
0.44772	0.32335	0.19898		
0.47796	0.36367	0.24938		
0.50962	0.40588	0.30214		
0.53927	0.44542	0.35156		
0.57537	0.49354	0.41172		
0.60191	0.52894	0.45596		
0.6247	0.55932	0.49394		
0.64217	0.58262	0.52307		
0.65717	0.60262	0.54807		
0.66168	0.60864	0.55559		
0.65498	0.59969	0.54441		
0.64127	0.58141	0.52156		
0.63315	0.57059	0.50803		
0.62255	0.55646	0.49037		
0.60875	0.53805	0.46736		
0.59626	0.5214	0.44654		
0.58283	0.5035	0.42416		
0.57617	0.49462	0.41307		
0.57256	0.4898	0.40704		
0.56668	0.48196	0.39724		
0.56085	0.47419	0.38753		
0.54854	0.45777	0.36701		
0.54116	0.44794	0.35472		
0.54326	0.45074	0.35822		
0.54797	0.45702	0.36606		
0.55549	0.46705	0.3786		
0.56072	0.47401	0.3873		
0.55841	0.47094	0.38347		
0.56321	0.47733	0.39145		
0.55984	0.47284	0.38585		
0.55985	0.47285	0.38586		
0.56363	0.4779	0.39216		
0.57246	0.48967	0.40688		
0.5797	0.49932	0.41894		
0.57564	0.49391	0.41217		
0.57621	0.49467	0.41313		
0.56768	0.48329	0.39891		
0.56617	0.48128	0.39639		
0.56844	0.48431	0.40018		
0.56608	0.48116	0.39624		
0.55529	0.46678	0.37826		
0.55695	0.46899	0.38104		
0.55411	0.4652	0.37629		
0.54993	0.45963	0.36933		
0.53524	0.44004	0.34485		
0.52931	0.43213	0.33496		
0.52485	0.42619	0.32753		
0.51494	0.41297	0.31101		
0.51247	0.40969	0.3069		
0.50856	0.40446	0.30037		
0.50825	0.40406	0.29986		
0.50327	0.39742	0.29157		
0.49315	0.38393	0.2747		
0.49442	0.38562	0.27681		
0.4938	0.38478	0.27577		
0.48505	0.37312	0.26119		
0.48246	0.36967	0.25687		
0.47721	0.36267	0.24813		
0.47373	0.35803	0.24233		
0.48139	0.36825	0.2551		
0.48445	0.37232	0.26019		
0.47636	0.36154	0.24671		
0.47271	0.35667	0.24062		
0.47421	0.35866	0.24312		
0.47089	0.35425	0.2376		
0.46817	0.35061	0.23306		
0.46291	0.34361	0.2243		
0.44585	0.32085	0.19586		
0.44629	0.32144	0.19659		
0.42692	0.29562	0.16431		
0.40875	0.27139	0.13403		
0.39311	0.25054	0.10796		
0.37294	0.22364	0.074341		
0.3584	0.20425	0.050106		
0.33756	0.17647	0.015379		
0.31782	0.15015	0.03		
0.2936	0.11786	0.03		
0.27817	0.097276	0.03		
0.27164	0.08858	0.03		
0.24688	0.055568	0.03		
0.22176	0.022066	0.03		
