60%EE 	80%EE	100%E		30%PV Rest Wind
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.060791	0.03	0.03		
0.10969	0.03	0.03		
0.17784	0.03	0.03		
0.24991	0.059603	0.03		
0.29432	0.11882	0.03		
0.34277	0.18342	0.024067		
0.40404	0.26511	0.12618		
0.45221	0.32934	0.20647		
0.49569	0.38731	0.27892		
0.53829	0.44411	0.34993		
0.57985	0.49952	0.4192		
0.61288	0.54357	0.47425		
0.63362	0.57121	0.5088		
0.65583	0.60083	0.54583		
0.67103	0.6211	0.57117		
0.6797	0.63266	0.58561		
0.68251	0.63641	0.5903		
0.68357	0.63782	0.59206		
0.68488	0.63956	0.59424		
0.688	0.64372	0.59944		
0.68678	0.64209	0.59741		
0.68645	0.64166	0.59687		
0.68935	0.64552	0.60169		
0.68806	0.64381	0.59955		
0.68712	0.64256	0.59799		
0.68422	0.63869	0.59315		
0.68161	0.63521	0.5888		
0.68301	0.63707	0.59113		
0.67781	0.63014	0.58246		
0.67349	0.62437	0.57526		
0.67081	0.6208	0.57079		
0.67111	0.62121	0.5713		
0.67098	0.62103	0.57108		
0.66672	0.61535	0.56397		
0.65907	0.60515	0.55123		
0.66031	0.6068	0.55329		
0.65828	0.6041	0.54991		
0.65407	0.59849	0.5429		
0.65229	0.5961	0.53992		
0.64656	0.58847	0.53038		
0.63978	0.57942	0.51907		
0.63415	0.57192	0.50969		
0.62627	0.56142	0.49657		
0.62116	0.55461	0.48805		
0.62255	0.55646	0.49036		
0.62744	0.56298	0.49851		
0.62964	0.5659	0.50217		
0.61579	0.54744	0.47909		
0.61136	0.54153	0.4717		
0.60504	0.5331	0.46117		
0.5889	0.51158	0.43427		
0.56233	0.47616	0.38999		
0.53939	0.44558	0.35176		
0.51318	0.41063	0.30808		
0.47921	0.36533	0.25146		
0.43902	0.31175	0.18448		
0.4129	0.27693	0.14095		
0.38521	0.24	0.094792		
0.35894	0.20498	0.051015		
0.33701	0.17574	0.014461		
0.31663	0.14857	0.03		
0.29536	0.1202	0.03		
0.26466	0.079269	0.03		
0.24497	0.053009	0.03		
0.23355	0.037792	0.03		
0.21628	0.014766	0.03		
0.19746	0.03	0.03		
0.16574	0.03	0.03		
0.12127	0.03	0.03		
0.077131	0.03	0.03		
0.033197	0.03	0.03		
0.0065792	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.005772	0.03	0.03		
0.00021326	0.03	0.03		
0.011076	0.03	0.03		
0.0047255	0.03	0.03		
0.016792	0.03	0.03		
0.013707	0.03	0.03		
0.0054687	0.03	0.03		
0.014286	0.03	0.03		
0.0014762	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.044745	0.03	0.03		
0.065009	0.03	0.03		
0.086681	0.03	0.03		
0.11194	0.03	0.03		
0.15729	0.03	0.03		
0.20547	0.00034777	0.03		
0.2529	0.063594	0.03		
0.28873	0.11136	0.03		
0.31392	0.14494	0.03		
0.35449	0.19904	0.043587		
0.39634	0.25484	0.11335		
0.4208	0.28746	0.15411		
0.4514	0.32826	0.20511		
0.47646	0.36167	0.24687		
0.48066	0.36727	0.25388		
0.46408	0.34517	0.22625		
0.45758	0.3365	0.21541		
0.44389	0.31824	0.1926		
0.44595	0.32098	0.19602		
0.45561	0.33387	0.21213		
0.4614	0.34159	0.22178		
0.45594	0.33431	0.21268		
0.44356	0.3178	0.19204		
0.44313	0.31723	0.19133		
0.42329	0.29078	0.15827		
0.40936	0.27221	0.13505		
0.40501	0.26641	0.1278		
0.4037	0.26465	0.12561		
0.38431	0.2388	0.093294		
0.38073	0.23403	0.087324		
0.38976	0.24607	0.10238		
0.39848	0.2577	0.11692		
0.40452	0.26575	0.12698		
0.4103	0.27346	0.13662		
0.41594	0.28097	0.14601		
0.4135	0.27773	0.14195		
0.40585	0.26752	0.12919		
0.40958	0.27249	0.13541		
0.43031	0.30014	0.16996		
0.43343	0.30429	0.17515		
0.4427	0.31666	0.19061		
0.45288	0.33023	0.20758		
0.46064	0.34057	0.2205		
0.46715	0.34926	0.23137		
0.47024	0.35337	0.2365		
0.47419	0.35864	0.24309		
0.48584	0.37418	0.26252		
0.5004	0.39359	0.28678		
0.5178	0.41679	0.31578		
0.52438	0.42556	0.32675		
0.52039	0.42024	0.32009		
0.51213	0.40923	0.30633		
0.51753	0.41643	0.31533		
0.51095	0.40765	0.30436		
0.50403	0.39843	0.29283		
0.4917	0.38199	0.27228		
0.47833	0.36417	0.25		
0.45959	0.33918	0.21877		
0.43289	0.30358	0.17427		
0.39639	0.25491	0.11343		
0.37124	0.22137	0.071503		
0.33715	0.17593	0.014698		
0.29471	0.11934	0.03		
0.25505	0.066453	0.03		
0.20147	0.03	0.03		
0.15765	0.03	0.03		
0.1312	0.03	0.03		
0.10265	0.03	0.03		
0.083338	0.03	0.03		
0.067251	0.03	0.03		
0.055661	0.03	0.03		
0.044828	0.03	0.03		
0.039343	0.03	0.03		
0.037892	0.03	0.03		
0.040859	0.03	0.03		
0.027822	0.03	0.03		
0.027966	0.03	0.03		
0.018288	0.03	0.03		
0.024791	0.03	0.03		
0.021115	0.03	0.03		
0.022656	0.03	0.03		
0.013076	0.03	0.03		
0.014202	0.03	0.03		
0.032256	0.03	0.03		
0.058195	0.03	0.03		
0.065208	0.03	0.03		
0.090633	0.03	0.03		
0.11236	0.03	0.03		
0.14258	0.03	0.03		
0.15245	0.03	0.03		
0.17304	0.03	0.03		
0.18876	0.03	0.03		
0.21317	0.010619	0.03		
0.24134	0.048177	0.03		
0.26773	0.083362	0.03		
0.30778	0.13676	0.03		
0.35129	0.19478	0.038269		
0.39134	0.24818	0.10501		
0.43194	0.3023	0.17267		
0.47565	0.36059	0.24553		
0.51824	0.41737	0.31651		
0.55695	0.46899	0.38103		
0.59514	0.51991	0.44467		
0.63159	0.56851	0.50543		
0.65746	0.60301	0.54855		
0.68025	0.63338	0.58652		
0.69954	0.65911	0.61868		
0.71349	0.6777	0.64192		
0.72541	0.69361	0.6618		
0.73545	0.70699	0.67853		
0.7405	0.71372	0.68694		
0.742	0.71573	0.68945		
0.74281	0.7168	0.69079		
0.73816	0.7106	0.68305		
0.73435	0.70552	0.6767		
0.72616	0.6946	0.66305		
0.71516	0.67994	0.64472		
0.70331	0.66414	0.62496		
0.68867	0.64462	0.60057		
0.67862	0.63121	0.58381		
0.6651	0.61319	0.56128		
0.64531	0.58681	0.5283		
0.63893	0.5783	0.51766		
0.63365	0.57125	0.50886		
0.6237	0.55799	0.49228		
0.60952	0.53909	0.46865		
0.60116	0.52794	0.45471		
0.59018	0.51329	0.4364		
0.58363	0.50456	0.42549		
0.57081	0.48747	0.40412		
0.5663	0.48145	0.39661		
0.56377	0.47808	0.39239		
0.55531	0.46681	0.3783		
0.55002	0.45975	0.36948		
0.54466	0.4526	0.36054		
0.53854	0.44444	0.35034		
0.53179	0.43544	0.33909		
0.52854	0.43111	0.33368		
0.52608	0.42782	0.32957		
0.51232	0.40948	0.30664		
0.51228	0.40943	0.30658		
0.50484	0.39951	0.29418		
0.4997	0.39266	0.28562		
0.49479	0.38611	0.27743		
0.47667	0.36195	0.24723		
0.46289	0.34358	0.22427		
0.44995	0.32632	0.2027		
0.43568	0.30729	0.17891		
0.41931	0.28546	0.15162		
0.40077	0.26074	0.12072		
0.37606	0.2278	0.079546		
0.3454	0.18692	0.028443		
0.31675	0.14872	0.03		
0.28993	0.11296	0.03		
0.26303	0.07709	0.03		
0.22591	0.027606	0.03		
0.18535	0.03	0.03		
0.13957	0.03	0.03		
0.096671	0.03	0.03		
0.046807	0.03	0.03		
0.0089828	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.029725	0.03	0.03		
0.099561	0.03	0.03		
0.15813	0.03	0.03		
0.24108	0.047835	0.03		
0.29996	0.12633	0.03		
0.35727	0.20274	0.04822		
0.41179	0.27544	0.13909		
0.46679	0.34878	0.23077		
0.51887	0.41822	0.31757		
0.56849	0.48437	0.40026		
0.61042	0.54028	0.47014		
0.65001	0.59307	0.53614		
0.68082	0.63414	0.58747		
0.70182	0.66215	0.62248		
0.71534	0.68018	0.64502		
0.72377	0.69142	0.65906		
0.73214	0.70258	0.67302		
0.73649	0.70838	0.68027		
0.73848	0.71103	0.68358		
0.74175	0.71538	0.68902		
0.74105	0.71445	0.68786		
0.73947	0.71235	0.68523		
0.73954	0.71245	0.68535		
0.74083	0.71416	0.68749		
0.74053	0.71376	0.68699		
0.74235	0.71619	0.69003		
0.74276	0.71673	0.69071		
0.74457	0.71915	0.69373		
0.74441	0.71894	0.69346		
0.74489	0.71958	0.69427		
0.74469	0.71931	0.69393		
0.74155	0.71513	0.6887		
0.73756	0.70981	0.68205		
0.73146	0.70167	0.67188		
0.72721	0.696	0.66479		
0.72682	0.69549	0.66415		
0.72885	0.69819	0.66753		
0.73163	0.7019	0.67216		
0.73244	0.70298	0.67351		
0.73363	0.70457	0.6755		
0.73647	0.70835	0.68023		
0.73482	0.70615	0.67747		
0.73009	0.69984	0.6696		
0.72532	0.69348	0.66164		
0.72197	0.68901	0.65606		
0.72216	0.68927	0.65638		
0.71667	0.68195	0.64723		
0.70401	0.66507	0.62612		
0.69307	0.65048	0.6079		
0.68449	0.63905	0.5936		
0.67348	0.62436	0.57524		
0.66308	0.6105	0.55791		
0.6471	0.5892	0.53129		
0.62429	0.55878	0.49327		
0.60202	0.52908	0.45615		
0.57932	0.49882	0.41831		
0.55511	0.46653	0.37796		
0.52736	0.42953	0.33171		
0.4929	0.38358	0.27427		
0.45061	0.3272	0.20379		
0.41383	0.27816	0.14249		
0.37923	0.23203	0.08483		
0.33566	0.17394	0.012217		
0.30108	0.12783	0.03		
0.26102	0.074415	0.03		
0.22689	0.028908	0.03		
0.1862	0.03	0.03		
0.15101	0.03	0.03		
0.11501	0.03	0.03		
0.081382	0.03	0.03		
0.048857	0.03	0.03		
0.02173	0.03	0.03		
0.0010007	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.0083895	0.03	0.03		
0.031473	0.03	0.03		
0.053288	0.03	0.03		
0.074773	0.03	0.03		
0.085089	0.03	0.03		
0.11308	0.03	0.03		
0.14117	0.03	0.03		
0.17252	0.03	0.03		
0.2047	0.03	0.03		
0.23537	0.04022	0.03		
0.26836	0.0842	0.03		
0.29519	0.11998	0.03		
0.32827	0.16408	0.03		
0.35201	0.19574	0.039468		
0.37912	0.23188	0.084637		
0.41058	0.27383	0.13708		
0.4308	0.30078	0.17077		
0.45864	0.33791	0.21718		
0.49048	0.38036	0.27025		
0.5075	0.40306	0.29862		
0.53121	0.43467	0.33813		
0.55385	0.46486	0.37586		
0.5724	0.48958	0.40677		
0.59278	0.51676	0.44074		
0.60991	0.5396	0.46929		
0.62782	0.56348	0.49915		
0.6375	0.57639	0.51528		
0.64302	0.58375	0.52449		
0.64091	0.58094	0.52096		
0.6393	0.57879	0.51827		
0.6381	0.5772	0.51629		
0.63948	0.57902	0.51857		
0.64508	0.58649	0.52791		
0.63659	0.57518	0.51377		
0.64667	0.58861	0.53056		
0.65408	0.59849	0.5429		
0.65564	0.60057	0.54551		
0.65856	0.60447	0.55038		
0.66328	0.61077	0.55825		
0.66476	0.61273	0.5607		
0.66203	0.60909	0.55616		
0.65974	0.60605	0.55235		
0.66186	0.60887	0.55588		
0.67178	0.6221	0.57242		
0.67872	0.63135	0.58397		
0.68133	0.63483	0.58833		
0.6813	0.63478	0.58827		
0.68763	0.64323	0.59883		
0.69592	0.65428	0.61264		
0.69486	0.65287	0.61088		
0.69359	0.65117	0.60876		
0.69106	0.64781	0.60455		
0.68909	0.64518	0.60127		
0.68464	0.63925	0.59385		
0.67486	0.6262	0.57754		
0.67235	0.62285	0.57336		
0.66951	0.61906	0.56862		
0.66423	0.61203	0.55983		
0.66509	0.61318	0.56127		
0.66387	0.61155	0.55923		
0.6645	0.61239	0.56028		
0.66119	0.60797	0.55475		
0.65478	0.59943	0.54408		
0.64886	0.59154	0.53421		
0.64782	0.59015	0.53248		
0.64545	0.58698	0.52852		
0.6384	0.57759	0.51677		
0.6305	0.56706	0.50361		
0.61558	0.54716	0.47874		
0.60002	0.52642	0.45281		
0.58332	0.50415	0.42498		
0.56254	0.47644	0.39034		
0.5356	0.44053	0.34545		
0.51058	0.40716	0.30375		
0.48005	0.36646	0.25287		
0.45064	0.32724	0.20384		
0.41386	0.2782	0.14254		
0.37849	0.23104	0.083594		
0.35187	0.19555	0.039229		
0.31219	0.14264	0.03		
0.28493	0.10629	0.03		
0.24945	0.058983	0.03		
0.21858	0.017826	0.03		
0.19136	0.03	0.03		
0.17006	0.03	0.03		
0.15555	0.03	0.03		
0.14741	0.03	0.03		
0.14096	0.03	0.03		
0.12616	0.03	0.03		
0.11426	0.03	0.03		
0.11274	0.03	0.03		
0.11396	0.03	0.03		
0.11762	0.03	0.03		
0.11944	0.03	0.03		
0.10903	0.03	0.03		
0.11126	0.03	0.03		
0.1149	0.03	0.03		
0.11482	0.03	0.03		
0.12668	0.03	0.03		
0.13505	0.03	0.03		
0.15765	0.03	0.03		
0.175	0.03	0.03		
0.18413	0.03	0.03		
0.20128	0.03	0.03		
0.21885	0.018187	0.03		
0.2451	0.053189	0.03		
0.26925	0.085392	0.03		
0.29982	0.12615	0.03		
0.33613	0.17456	0.012996		
0.3793	0.23212	0.084947		
0.4193	0.28545	0.1516		
0.4599	0.33958	0.21927		
0.50481	0.39947	0.29413		
0.5396	0.44586	0.35211		
0.57584	0.49418	0.41252		
0.60553	0.53377	0.462		
0.6402	0.57999	0.51977		
0.67071	0.62066	0.57062		
0.69596	0.65433	0.61271		
0.71645	0.68165	0.64686		
0.731	0.70106	0.67112		
0.74252	0.71642	0.69032		
0.75071	0.72733	0.70396		
0.75825	0.73739	0.71653		
0.76369	0.74464	0.7256		
0.76595	0.74766	0.72937		
0.76726	0.74941	0.73155		
0.76592	0.74762	0.72932		
0.76702	0.74909	0.73115		
0.7676	0.74985	0.73211		
0.76689	0.7489	0.73092		
0.76574	0.74738	0.72901		
0.76393	0.74496	0.72599		
0.76367	0.74461	0.72556		
0.76324	0.74404	0.72485		
0.7591	0.73852	0.71795		
0.75785	0.73686	0.71587		
0.75682	0.73549	0.71415		
0.75644	0.73498	0.71352		
0.75529	0.73344	0.71159		
0.75126	0.72806	0.70487		
0.74743	0.72296	0.69849		
0.74561	0.72054	0.69547		
0.74387	0.71822	0.69257		
0.74024	0.71337	0.68651		
0.73949	0.71238	0.68526		
0.73899	0.71171	0.68443		
0.73938	0.71223	0.68508		
0.74181	0.71547	0.68913		
0.74051	0.71374	0.68696		
0.73968	0.71262	0.68557		
0.74099	0.71438	0.68776		
0.74054	0.71377	0.68701		
0.73906	0.7118	0.68455		
0.73741	0.7096	0.68179		
0.73704	0.70911	0.68117		
0.73458	0.70583	0.67708		
0.72901	0.6984	0.66779		
0.71913	0.68524	0.65134		
0.70521	0.66667	0.62812		
0.69221	0.64933	0.60646		
0.67644	0.62831	0.58018		
0.6525	0.5964	0.54029		
0.62784	0.56351	0.49918		
0.60164	0.52858	0.45551		
0.57683	0.4955	0.41417		
0.54948	0.45902	0.36857		
0.51864	0.41791	0.31718		
0.48657	0.37514	0.26372		
0.44813	0.32389	0.19965		
0.40426	0.26541	0.12655		
0.35828	0.2041	0.049914		
0.30337	0.13088	0.03		
0.26197	0.075677	0.03		
0.21294	0.010304	0.03		
0.16431	0.03	0.03		
0.11254	0.03	0.03		
0.073858	0.03	0.03		
0.046913	0.03	0.03		
0.027308	0.03	0.03		
0.011902	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.0035322	0.03	0.03		
0.014587	0.03	0.03		
0.042852	0.03	0.03		
0.056194	0.03	0.03		
0.077142	0.03	0.03		
0.10323	0.03	0.03		
0.13139	0.03	0.03		
0.15515	0.03	0.03		
0.17381	0.03	0.03		
0.20998	0.0063616	0.03		
0.24069	0.047311	0.03		
0.2795	0.09905	0.03		
0.3118	0.14212	0.03		
0.34029	0.18011	0.019933		
0.37875	0.23139	0.084027		
0.41289	0.2769	0.14092		
0.43898	0.31169	0.18441		
0.46728	0.34943	0.23158		
0.49439	0.38558	0.27676		
0.51583	0.41416	0.31249		
0.52576	0.4274	0.32904		
0.53358	0.43782	0.34207		
0.53524	0.44004	0.34484		
0.53773	0.44337	0.349		
0.54612	0.45455	0.36298		
0.54312	0.45055	0.35798		
0.52238	0.4229	0.32342		
0.49441	0.3856	0.27679		
0.46718	0.34929	0.23141		
0.44263	0.31656	0.19049		
0.42397	0.29169	0.1594		
0.40185	0.26219	0.12253		
0.37641	0.22827	0.080124		
0.34399	0.18504	0.026092		
0.31796	0.15033	0.03		
0.29793	0.12362	0.03		
0.27924	0.098716	0.03		
0.26245	0.076318	0.03		
0.2599	0.072927	0.03		
0.25595	0.067649	0.03		
0.24677	0.055412	0.03		
0.25096	0.061009	0.03		
0.25007	0.059809	0.03		
0.23951	0.045732	0.03		
0.23576	0.040736	0.03		
0.23967	0.045953	0.03		
0.24317	0.050618	0.03		
0.24695	0.055659	0.03		
0.24782	0.056819	0.03		
0.23283	0.036823	0.03		
0.25081	0.060804	0.03		
0.25854	0.071109	0.03		
0.24935	0.05886	0.03		
0.25328	0.0641	0.03		
0.25106	0.061133	0.03		
0.25859	0.071177	0.03		
0.25549	0.067038	0.03		
0.25364	0.064571	0.03		
0.25727	0.069421	0.03		
0.2616	0.075189	0.03		
0.26062	0.073886	0.03		
0.26497	0.079676	0.03		
0.24916	0.0586	0.03		
0.22532	0.026809	0.03		
0.22046	0.020342	0.03		
0.19299	0.03	0.03		
0.16432	0.03	0.03		
0.11388	0.03	0.03		
0.095887	0.03	0.03		
0.051433	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.056321	0.03	0.03		
0.14218	0.03	0.03		
0.24517	0.053278	0.03		
0.32789	0.16357	0.03		
0.39578	0.25409	0.1124		
0.45393	0.33162	0.20932		
0.50435	0.39886	0.29337		
0.54544	0.45364	0.36184		
0.57517	0.49328	0.4114		
0.59782	0.52348	0.44914		
0.62452	0.55908	0.49364		
0.64389	0.58491	0.52593		
0.6586	0.60453	0.55045		
0.68273	0.6367	0.59067		
0.69355	0.65112	0.60869		
0.70561	0.6672	0.62879		
0.70646	0.66834	0.63022		
0.70028	0.66009	0.61991		
0.69531	0.65347	0.61163		
0.68962	0.64588	0.60214		
0.66935	0.61885	0.56835		
0.65457	0.59914	0.54372		
0.64656	0.58847	0.53038		
0.63502	0.57308	0.51114		
0.61722	0.54934	0.48147		
0.60275	0.53006	0.45736		
0.5692	0.48533	0.40145		
0.54424	0.45204	0.35984		
0.53108	0.43449	0.33791		
0.51999	0.41971	0.31943		
0.49232	0.38281	0.27331		
0.4682	0.35066	0.23311		
0.45459	0.33251	0.21043		
0.43043	0.3003	0.17017		
0.418	0.28372	0.14944		
0.41105	0.27446	0.13787		
0.39394	0.25164	0.10934		
0.38833	0.24416	0.099991		
0.38639	0.24158	0.096767		
0.3797	0.23266	0.085619		
0.37867	0.23129	0.083901		
0.37996	0.23301	0.086052		
0.38477	0.23942	0.094069		
0.3844	0.23892	0.093443		
0.39098	0.2477	0.10442		
0.39475	0.25272	0.11069		
0.39631	0.2548	0.11329		
0.39786	0.25687	0.11588		
0.40205	0.26246	0.12286		
0.40771	0.27	0.13229		
0.42102	0.28775	0.15448		
0.42595	0.29433	0.1627		
0.42838	0.29756	0.16675		
0.42843	0.29763	0.16683		
0.41188	0.27556	0.13924		
0.41107	0.27448	0.13789		
0.40443	0.26563	0.12683		
0.39416	0.25193	0.10971		
0.38321	0.23734	0.091465		
0.359	0.20506	0.051112		
0.33765	0.17659	0.015528		
0.30794	0.13698	0.03		
0.28028	0.1001	0.03		
0.25187	0.06221	0.03		
0.22529	0.026777	0.03		
0.19269	0.03	0.03		
0.15156	0.03	0.03		
0.11753	0.03	0.03		
0.088155	0.03	0.03		
0.050256	0.03	0.03		
0.020688	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.021104	0.03	0.03		
0.069159	0.03	0.03		
0.10474	0.03	0.03		
0.14814	0.03	0.03		
0.17909	0.03	0.03		
0.20223	0.03	0.03		
0.2335	0.037726	0.03		
0.25495	0.066323	0.03		
0.25962	0.072554	0.03		
0.26629	0.08144	0.03		
0.2631	0.07719	0.03		
0.26163	0.075231	0.03		
0.26813	0.083897	0.03		
0.26096	0.074342	0.03		
0.25212	0.062544	0.03		
0.25233	0.062835	0.03		
0.23424	0.038704	0.03		
0.21294	0.010315	0.03		
0.19634	0.03	0.03		
0.15681	0.03	0.03		
0.13016	0.03	0.03		
0.10784	0.03	0.03		
0.090799	0.03	0.03		
0.063334	0.03	0.03		
0.054819	0.03	0.03		
0.035704	0.03	0.03		
0.0395	0.03	0.03		
0.038952	0.03	0.03		
0.027739	0.03	0.03		
0.026597	0.03	0.03		
0.023875	0.03	0.03		
0.017401	0.03	0.03		
0.021981	0.03	0.03		
0.0099772	0.03	0.03		
0.0013134	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.006023	0.03	0.03		
0.0051752	0.03	0.03		
0.037473	0.03	0.03		
0.050912	0.03	0.03		
0.053927	0.03	0.03		
0.038139	0.03	0.03		
0.042245	0.03	0.03		
0.026327	0.03	0.03		
0.0084192	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
